passer,team,passerid,airyards,completion,int,td
P.Rivers,LAC,29,-4,Complete,0,1
P.Rivers,LAC,29,-5,Incomplete Pass,0,0
P.Rivers,LAC,29,-2,Complete,0,0
P.Rivers,LAC,29,22,Complete,0,0
P.Rivers,LAC,29,21,Complete,0,0
P.Rivers,LAC,29,0,Complete,0,0
P.Rivers,LAC,29,4,Incomplete Pass,0,0
P.Rivers,LAC,29,16,Incomplete Pass,0,0
P.Rivers,LAC,29,1,Incomplete Pass,0,0
P.Rivers,LAC,29,3,Complete,0,0
P.Rivers,LAC,29,-1,Complete,0,0
P.Rivers,LAC,29,9,Complete,0,0
P.Rivers,LAC,29,4,Complete,0,0
P.Rivers,LAC,29,13,Complete,0,0
P.Rivers,LAC,29,-4,Complete,0,1
P.Rivers,LAC,29,12,Incomplete Pass,0,0
P.Rivers,LAC,29,-4,Complete,0,0
P.Rivers,LAC,29,10,Incomplete Pass,0,0
P.Rivers,LAC,29,10,Incomplete Pass,0,0
P.Rivers,LAC,29,-5,Incomplete Pass,0,0
P.Rivers,LAC,29,2,Complete,0,0
P.Rivers,LAC,29,0,Incomplete Pass,0,0
P.Rivers,LAC,29,13,Complete,0,0
P.Rivers,LAC,29,9,Complete,0,0
P.Rivers,LAC,29,4,Incomplete Pass,0,0
P.Rivers,LAC,29,1,Complete,0,0
P.Rivers,LAC,29,16,Incomplete Pass,0,0
P.Rivers,LAC,29,3,Complete,0,0
P.Rivers,LAC,29,13,Complete,0,0
P.Rivers,LAC,29,4,Complete,0,1
P.Rivers,LAC,29,15,Complete,0,0
P.Rivers,LAC,29,0,Complete,0,0
P.Rivers,LAC,29,14,Complete,0,0
P.Rivers,LAC,29,15,Complete,0,0
P.Rivers,LAC,29,0,Incomplete Pass,0,0
P.Rivers,LAC,29,5,Incomplete Pass,0,0
P.Rivers,LAC,29,17,Complete,0,0
P.Rivers,LAC,29,10,Complete,0,0
P.Rivers,LAC,29,41,Incomplete Pass,0,0
P.Rivers,LAC,29,11,Complete,0,0
P.Rivers,LAC,29,5,Complete,0,0
P.Rivers,LAC,29,-2,Complete,0,0
P.Rivers,LAC,29,0,Incomplete Pass,0,0
P.Rivers,LAC,29,22,Incomplete Pass,0,0
P.Rivers,LAC,29,8,Complete,0,0
P.Rivers,LAC,29,24,Complete,0,1
P.Rivers,LAC,29,0,Incomplete Pass,0,0
P.Rivers,LAC,29,4,Complete,0,0
P.Rivers,LAC,29,-2,Complete,0,0
P.Rivers,LAC,29,34,Incomplete Pass,0,0
P.Rivers,LAC,29,4,Incomplete Pass,0,0
P.Rivers,LAC,29,8,Complete,0,0
P.Rivers,LAC,29,12,Incomplete Pass,0,0
P.Rivers,LAC,29,15,Complete,0,0
P.Rivers,LAC,29,8,Incomplete Pass,0,0
P.Rivers,LAC,29,4,Incomplete Pass,0,0
P.Rivers,LAC,29,2,Complete,0,0
P.Rivers,LAC,29,4,Complete,0,0
P.Rivers,LAC,29,22,Incomplete Pass,1,0
P.Rivers,LAC,29,4,Complete,0,0
P.Rivers,LAC,29,6,Complete,0,0
P.Rivers,LAC,29,0,Incomplete Pass,0,0
P.Rivers,LAC,29,20,Incomplete Pass,0,0
P.Rivers,LAC,29,-1,Incomplete Pass,1,0
P.Rivers,LAC,29,-1,Complete,0,0
P.Rivers,LAC,29,0,Complete,0,0
P.Rivers,LAC,29,3,Complete,0,0
P.Rivers,LAC,29,15,Complete,0,0
P.Rivers,LAC,29,36,Incomplete Pass,0,0
P.Rivers,LAC,29,-3,Complete,0,0
P.Rivers,LAC,29,2,Complete,0,0
P.Rivers,LAC,29,23,Incomplete Pass,0,0
P.Rivers,LAC,29,4,Incomplete Pass,0,0
P.Rivers,LAC,29,0,Incomplete Pass,0,0
P.Rivers,LAC,29,2,Complete,0,0
P.Rivers,LAC,29,16,Complete,0,0
P.Rivers,LAC,29,42,Incomplete Pass,0,0
P.Rivers,LAC,29,17,Complete,0,0
P.Rivers,LAC,29,3,Complete,0,1
P.Rivers,LAC,29,2,Complete,0,0
P.Rivers,LAC,29,3,Complete,0,0
P.Rivers,LAC,29,2,Incomplete Pass,0,0
P.Rivers,LAC,29,10,Incomplete Pass,0,0
P.Rivers,LAC,29,-1,Incomplete Pass,0,0
P.Rivers,LAC,29,3,Complete,0,0
P.Rivers,LAC,29,3,Complete,0,0
P.Rivers,LAC,29,11,Complete,0,0
P.Rivers,LAC,29,17,Complete,0,0
P.Rivers,LAC,29,0,Incomplete Pass,0,0
P.Rivers,LAC,29,1,Complete,0,0
P.Rivers,LAC,29,-1,Incomplete Pass,0,0
P.Rivers,LAC,29,38,Incomplete Pass,0,0
P.Rivers,LAC,29,0,Complete,0,0
P.Rivers,LAC,29,18,Incomplete Pass,0,0
P.Rivers,LAC,29,0,Incomplete Pass,0,0
P.Rivers,LAC,29,13,Incomplete Pass,0,0
P.Rivers,LAC,29,5,Complete,0,0
P.Rivers,LAC,29,15,Complete,0,0
P.Rivers,LAC,29,0,Complete,0,0
P.Rivers,LAC,29,0,Incomplete Pass,0,0
P.Rivers,LAC,29,2,Complete,0,0
P.Rivers,LAC,29,16,Incomplete Pass,0,0
P.Rivers,LAC,29,16,Incomplete Pass,0,0
P.Rivers,LAC,29,5,Complete,0,0
P.Rivers,LAC,29,7,Complete,0,0
P.Rivers,LAC,29,3,Complete,0,0
P.Rivers,LAC,29,18,Complete,0,1
P.Rivers,LAC,29,-1,Complete,0,1
P.Rivers,LAC,29,20,Complete,0,0
P.Rivers,LAC,29,10,Incomplete Pass,0,0
P.Rivers,LAC,29,10,Incomplete Pass,0,0
P.Rivers,LAC,29,14,Complete,0,0
P.Rivers,LAC,29,18,Complete,0,0
P.Rivers,LAC,29,6,Complete,0,0
P.Rivers,LAC,29,4,Complete,0,0
P.Rivers,LAC,29,6,Complete,0,0
P.Rivers,LAC,29,21,Incomplete Pass,0,0
P.Rivers,LAC,29,11,Complete,0,0
P.Rivers,LAC,29,12,Complete,0,0
P.Rivers,LAC,29,3,Incomplete Pass,0,0
P.Rivers,LAC,29,8,Complete,0,0
P.Rivers,LAC,29,10,Incomplete Pass,0,0
P.Rivers,LAC,29,10,Incomplete Pass,0,0
P.Rivers,LAC,29,-2,Complete,0,0
P.Rivers,LAC,29,4,Complete,0,0
P.Rivers,LAC,29,16,Complete,0,0
P.Rivers,LAC,29,40,Complete,0,0
P.Rivers,LAC,29,19,Incomplete Pass,0,0
P.Rivers,LAC,29,4,Complete,0,0
P.Rivers,LAC,29,9,Incomplete Pass,0,0
P.Rivers,LAC,29,13,Complete,0,0
P.Rivers,LAC,29,30,Complete,0,0
P.Rivers,LAC,29,6,Complete,0,0
P.Rivers,LAC,29,6,Complete,0,0
P.Rivers,LAC,29,-1,Complete,0,0
P.Rivers,LAC,29,5,Complete,0,0
P.Rivers,LAC,29,18,Incomplete Pass,0,0
P.Rivers,LAC,29,7,Complete,0,0
P.Rivers,LAC,29,2,Complete,0,0
P.Rivers,LAC,29,-2,Complete,0,0
P.Rivers,LAC,29,2,Complete,0,0
P.Rivers,LAC,29,4,Incomplete Pass,0,0
P.Rivers,LAC,29,5,Complete,0,0
P.Rivers,LAC,29,21,Complete,0,0
P.Rivers,LAC,29,6,Complete,0,0
P.Rivers,LAC,29,3,Complete,0,1
P.Rivers,LAC,29,5,Complete,0,0
P.Rivers,LAC,29,-3,Complete,0,0
P.Rivers,LAC,29,31,Incomplete Pass,0,0
P.Rivers,LAC,29,2,Complete,0,0
P.Rivers,LAC,29,12,Complete,0,0
P.Rivers,LAC,29,27,Complete,0,1
P.Rivers,LAC,29,6,Complete,0,0
P.Rivers,LAC,29,11,Incomplete Pass,0,0
P.Rivers,LAC,29,-6,Complete,0,0
P.Rivers,LAC,29,10,Complete,0,1
P.Rivers,LAC,29,10,Complete,0,0
P.Rivers,LAC,29,11,Complete,0,0
P.Rivers,LAC,29,6,Complete,0,0
P.Rivers,LAC,29,12,Complete,0,0
P.Rivers,LAC,29,-3,Complete,0,0
P.Rivers,LAC,29,12,Complete,0,0
P.Rivers,LAC,29,6,Complete,0,0
P.Rivers,LAC,29,-3,Complete,0,0
P.Rivers,LAC,29,20,Incomplete Pass,0,0
P.Rivers,LAC,29,15,Incomplete Pass,0,0
P.Rivers,LAC,29,5,Complete,0,0
P.Rivers,LAC,29,21,Complete,0,0
P.Rivers,LAC,29,9,Complete,0,0
P.Rivers,LAC,29,0,Complete,0,0
P.Rivers,LAC,29,6,Incomplete Pass,0,0
P.Rivers,LAC,29,3,Complete,0,0
P.Rivers,LAC,29,3,Incomplete Pass,0,0
P.Rivers,LAC,29,-2,Complete,0,0
P.Rivers,LAC,29,2,Incomplete Pass,0,0
P.Rivers,LAC,29,12,Complete,0,0
P.Rivers,LAC,29,3,Complete,0,0
P.Rivers,LAC,29,43,Incomplete Pass,0,0
P.Rivers,LAC,29,8,Complete,0,0
P.Rivers,LAC,29,-1,Complete,0,0
P.Rivers,LAC,29,13,Incomplete Pass,0,0
P.Rivers,LAC,29,14,Complete,0,0
P.Rivers,LAC,29,11,Complete,0,0
P.Rivers,LAC,29,4,Incomplete Pass,0,0
P.Rivers,LAC,29,-5,Incomplete Pass,0,0
P.Rivers,LAC,29,11,Complete,0,0
P.Rivers,LAC,29,21,Complete,0,0
P.Rivers,LAC,29,15,Incomplete Pass,0,0
P.Rivers,LAC,29,6,Complete,0,0
P.Rivers,LAC,29,20,Complete,0,0
P.Rivers,LAC,29,7,Complete,0,1
P.Rivers,LAC,29,4,Complete,0,0
P.Rivers,LAC,29,0,Complete,0,0
P.Rivers,LAC,29,2,Complete,0,0
P.Rivers,LAC,29,8,Complete,0,0
P.Rivers,LAC,29,-1,Complete,0,0
P.Rivers,LAC,29,9,Incomplete Pass,0,0
P.Rivers,LAC,29,13,Complete,0,0
P.Rivers,LAC,29,30,Incomplete Pass,0,0
P.Rivers,LAC,29,-6,Complete,0,0
P.Rivers,LAC,29,20,Complete,0,0
P.Rivers,LAC,29,3,Complete,0,0
P.Rivers,LAC,29,3,Complete,0,0
P.Rivers,LAC,29,0,Complete,0,0
P.Rivers,LAC,29,5,Incomplete Pass,0,0
P.Rivers,LAC,29,2,Incomplete Pass,0,0
P.Rivers,LAC,29,13,Complete,0,0
P.Rivers,LAC,29,1,Incomplete Pass,0,0
P.Rivers,LAC,29,13,Complete,0,0
P.Rivers,LAC,29,8,Complete,0,1
P.Rivers,LAC,29,0,Incomplete Pass,0,0
P.Rivers,LAC,29,19,Complete,0,0
P.Rivers,LAC,29,-1,Complete,0,0
P.Rivers,LAC,29,2,Incomplete Pass,0,0
P.Rivers,LAC,29,45,Complete,0,1
P.Rivers,LAC,29,13,Complete,0,0
P.Rivers,LAC,29,4,Incomplete Pass,0,0
P.Rivers,LAC,29,0,Incomplete Pass,0,0
P.Rivers,LAC,29,12,Complete,0,0
P.Rivers,LAC,29,5,Complete,0,0
P.Rivers,LAC,29,19,Complete,0,0
P.Rivers,LAC,29,2,Incomplete Pass,0,0
P.Rivers,LAC,29,11,Incomplete Pass,0,0
P.Rivers,LAC,29,4,Incomplete Pass,0,0
P.Rivers,LAC,29,3,Complete,0,0
P.Rivers,LAC,29,48,Complete,0,0
P.Rivers,LAC,29,-1,Complete,0,0
P.Rivers,LAC,29,14,Incomplete Pass,0,0
P.Rivers,LAC,29,12,Incomplete Pass,0,0
P.Rivers,LAC,29,3,Incomplete Pass,0,0
P.Rivers,LAC,29,0,Complete,0,0
P.Rivers,LAC,29,16,Incomplete Pass,0,0
P.Rivers,LAC,29,10,Incomplete Pass,0,0
P.Rivers,LAC,29,40,Incomplete Pass,0,0
P.Rivers,LAC,29,20,Incomplete Pass,0,0
P.Rivers,LAC,29,3,Complete,0,0
P.Rivers,LAC,29,5,Complete,0,0
P.Rivers,LAC,29,11,Complete,0,0
P.Rivers,LAC,29,13,Incomplete Pass,0,0
P.Rivers,LAC,29,0,Complete,0,0
P.Rivers,LAC,29,15,Incomplete Pass,0,0
P.Rivers,LAC,29,-3,Complete,0,0
P.Rivers,LAC,29,41,Incomplete Pass,0,0
P.Rivers,LAC,29,-4,Incomplete Pass,0,0
P.Rivers,LAC,29,0,Complete,0,0
P.Rivers,LAC,29,-5,Complete,0,0
P.Rivers,LAC,29,6,Complete,0,0
P.Rivers,LAC,29,45,Incomplete Pass,0,0
P.Rivers,LAC,29,3,Complete,0,0
P.Rivers,LAC,29,4,Complete,0,0
P.Rivers,LAC,29,0,Complete,0,0
P.Rivers,LAC,29,10,Complete,0,0
P.Rivers,LAC,29,10,Complete,0,1
P.Rivers,LAC,29,-3,Incomplete Pass,0,0
P.Rivers,LAC,29,43,Incomplete Pass,1,0
P.Rivers,LAC,29,4,Complete,0,0
P.Rivers,LAC,29,5,Complete,0,0
P.Rivers,LAC,29,-7,Complete,0,0
P.Rivers,LAC,29,4,Complete,0,0
P.Rivers,LAC,29,12,Incomplete Pass,1,0
P.Rivers,LAC,29,-1,Complete,0,0
P.Rivers,LAC,29,39,Incomplete Pass,0,0
P.Rivers,LAC,29,-6,Incomplete Pass,0,0
P.Rivers,LAC,29,20,Incomplete Pass,1,0
P.Rivers,LAC,29,-3,Incomplete Pass,0,0
P.Rivers,LAC,29,2,Complete,0,0
P.Rivers,LAC,29,-5,Complete,0,0
P.Rivers,LAC,29,5,Incomplete Pass,0,0
P.Rivers,LAC,29,26,Incomplete Pass,0,0
P.Rivers,LAC,29,5,Complete,0,0
P.Rivers,LAC,29,1,Complete,0,0
P.Rivers,LAC,29,2,Incomplete Pass,0,0
P.Rivers,LAC,29,9,Incomplete Pass,0,0
P.Rivers,LAC,29,13,Complete,0,0
P.Rivers,LAC,29,3,Incomplete Pass,0,0
P.Rivers,LAC,29,2,Complete,0,0
P.Rivers,LAC,29,-1,Incomplete Pass,0,0
P.Rivers,LAC,29,14,Complete,0,0
P.Rivers,LAC,29,27,Incomplete Pass,0,0
P.Rivers,LAC,29,23,Complete,0,0
P.Rivers,LAC,29,4,Complete,0,0
P.Rivers,LAC,29,3,Complete,0,1
P.Rivers,LAC,29,3,Complete,0,0
P.Rivers,LAC,29,30,Incomplete Pass,0,0
P.Rivers,LAC,29,1,Complete,0,0
P.Rivers,LAC,29,17,Complete,0,0
P.Rivers,LAC,29,2,Complete,0,0
P.Rivers,LAC,29,18,Incomplete Pass,0,0
P.Rivers,LAC,29,10,Incomplete Pass,0,0
P.Rivers,LAC,29,-2,Complete,0,0
P.Rivers,LAC,29,-4,Incomplete Pass,0,0
P.Rivers,LAC,29,3,Incomplete Pass,0,0
P.Rivers,LAC,29,4,Complete,0,0
P.Rivers,LAC,29,15,Complete,0,0
P.Rivers,LAC,29,20,Complete,0,0
P.Rivers,LAC,29,14,Complete,0,0
P.Rivers,LAC,29,2,Complete,0,0
P.Rivers,LAC,29,0,Incomplete Pass,0,0
P.Rivers,LAC,29,3,Incomplete Pass,0,0
P.Rivers,LAC,29,4,Incomplete Pass,0,0
P.Rivers,LAC,29,16,Incomplete Pass,0,0
P.Rivers,LAC,29,5,Complete,0,0
P.Rivers,LAC,29,41,Incomplete Pass,0,0
P.Rivers,LAC,29,20,Complete,0,0
P.Rivers,LAC,29,-3,Complete,0,0
P.Rivers,LAC,29,10,Complete,0,0
P.Rivers,LAC,29,3,Complete,0,0
P.Rivers,LAC,29,5,Complete,0,0
P.Rivers,LAC,29,33,Incomplete Pass,0,0
P.Rivers,LAC,29,0,Incomplete Pass,0,0
P.Rivers,LAC,29,7,Complete,0,0
P.Rivers,LAC,29,-6,Complete,0,0
P.Rivers,LAC,29,16,Incomplete Pass,0,0
P.Rivers,LAC,29,23,Complete,0,0
P.Rivers,LAC,29,0,Incomplete Pass,0,0
P.Rivers,LAC,29,5,Complete,0,0
P.Rivers,LAC,29,5,Incomplete Pass,0,0
P.Rivers,LAC,29,-4,Complete,0,0
P.Rivers,LAC,29,38,Complete,0,1
P.Rivers,LAC,29,3,Complete,0,0
P.Rivers,LAC,29,1,Complete,0,0
P.Rivers,LAC,29,16,Complete,0,0
P.Rivers,LAC,29,-5,Complete,0,0
P.Rivers,LAC,29,-1,Complete,0,0
P.Rivers,LAC,29,-2,Complete,0,0
P.Rivers,LAC,29,20,Complete,0,0
P.Rivers,LAC,29,6,Complete,0,1
P.Rivers,LAC,29,5,Complete,0,0
P.Rivers,LAC,29,13,Complete,0,0
P.Rivers,LAC,29,15,Incomplete Pass,0,0
P.Rivers,LAC,29,3,Complete,0,0
P.Rivers,LAC,29,1,Complete,0,0
P.Rivers,LAC,29,0,Complete,0,0
P.Rivers,LAC,29,5,Complete,0,0
P.Rivers,LAC,29,8,Complete,0,0
P.Rivers,LAC,29,17,Incomplete Pass,0,0
P.Rivers,LAC,29,44,Complete,0,1
P.Rivers,LAC,29,5,Complete,0,0
P.Rivers,LAC,29,11,Complete,0,0
P.Rivers,LAC,29,20,Incomplete Pass,0,0
J.Winston,TB,30,5,Incomplete Pass,0,0
J.Winston,TB,30,15,Complete,0,0
J.Winston,TB,30,9,Complete,0,0
J.Winston,TB,30,1,Complete,0,0
J.Winston,TB,30,29,Incomplete Pass,0,0
J.Winston,TB,30,8,Complete,0,0
J.Winston,TB,30,24,Incomplete Pass,0,0
J.Winston,TB,30,6,Complete,0,0
J.Winston,TB,30,13,Complete,0,1
J.Winston,TB,30,13,Incomplete Pass,0,0
J.Winston,TB,30,6,Incomplete Pass,0,0
J.Winston,TB,30,21,Complete,0,0
J.Winston,TB,30,13,Incomplete Pass,0,0
J.Winston,TB,30,9,Incomplete Pass,0,0
J.Winston,TB,30,11,Complete,0,0
J.Winston,TB,30,0,Incomplete Pass,0,0
J.Winston,TB,30,0,Complete,0,0
J.Winston,TB,30,5,Complete,0,0
J.Winston,TB,30,16,Complete,0,0
J.Winston,TB,30,6,Complete,0,0
J.Winston,TB,30,44,Incomplete Pass,0,0
J.Winston,TB,30,8,Complete,0,0
J.Winston,TB,30,-3,Complete,0,0
J.Winston,TB,30,16,Complete,0,0
J.Winston,TB,30,11,Complete,0,0
J.Winston,TB,30,43,Incomplete Pass,0,0
J.Winston,TB,30,13,Complete,0,0
J.Winston,TB,30,7,Complete,0,0
J.Winston,TB,30,5,Incomplete Pass,0,0
J.Winston,TB,30,15,Incomplete Pass,0,0
J.Winston,TB,30,17,Complete,0,0
J.Winston,TB,30,16,Complete,0,0
J.Winston,TB,30,11,Complete,0,0
J.Winston,TB,30,-3,Complete,0,0
J.Winston,TB,30,-2,Complete,0,0
J.Winston,TB,30,7,Complete,0,0
J.Winston,TB,30,15,Incomplete Pass,0,0
J.Winston,TB,30,7,Incomplete Pass,0,0
J.Winston,TB,30,24,Complete,0,0
J.Winston,TB,30,19,Incomplete Pass,0,0
J.Winston,TB,30,0,Complete,0,0
J.Winston,TB,30,7,Complete,0,0
J.Winston,TB,30,-5,Complete,0,0
J.Winston,TB,30,17,Complete,0,0
J.Winston,TB,30,16,Incomplete Pass,0,0
J.Winston,TB,30,57,Incomplete Pass,0,0
J.Winston,TB,30,12,Incomplete Pass,0,0
J.Winston,TB,30,2,Incomplete Pass,0,0
J.Winston,TB,30,5,Complete,0,0
J.Winston,TB,30,0,Complete,0,0
J.Winston,TB,30,13,Complete,0,0
J.Winston,TB,30,10,Complete,0,0
J.Winston,TB,30,13,Complete,0,1
J.Winston,TB,30,13,Complete,0,0
J.Winston,TB,30,6,Complete,0,0
J.Winston,TB,30,-4,Incomplete Pass,0,0
J.Winston,TB,30,0,Complete,0,0
J.Winston,TB,30,12,Complete,0,0
J.Winston,TB,30,25,Complete,0,1
J.Winston,TB,30,15,Complete,0,0
J.Winston,TB,30,5,Complete,0,0
J.Winston,TB,30,15,Incomplete Pass,1,0
J.Winston,TB,30,10,Complete,0,0
J.Winston,TB,30,8,Complete,0,0
J.Winston,TB,30,2,Complete,0,0
J.Winston,TB,30,2,Complete,0,0
J.Winston,TB,30,10,Complete,0,0
J.Winston,TB,30,15,Complete,0,0
J.Winston,TB,30,11,Incomplete Pass,0,0
J.Winston,TB,30,21,Incomplete Pass,1,0
J.Winston,TB,30,9,Complete,0,0
J.Winston,TB,30,6,Complete,0,1
J.Winston,TB,30,0,Complete,0,0
J.Winston,TB,30,24,Complete,0,1
J.Winston,TB,30,12,Incomplete Pass,0,0
J.Winston,TB,30,0,Complete,0,0
J.Winston,TB,30,15,Complete,0,0
J.Winston,TB,30,8,Incomplete Pass,0,0
J.Winston,TB,30,28,Incomplete Pass,0,0
J.Winston,TB,30,23,Incomplete Pass,0,0
J.Winston,TB,30,10,Incomplete Pass,0,0
J.Winston,TB,30,9,Complete,0,0
J.Winston,TB,30,14,Incomplete Pass,0,0
J.Winston,TB,30,-1,Complete,0,0
J.Winston,TB,30,7,Complete,0,0
J.Winston,TB,30,16,Incomplete Pass,0,0
J.Winston,TB,30,-2,Complete,0,0
J.Winston,TB,30,31,Complete,0,1
J.Winston,TB,30,2,Incomplete Pass,0,0
J.Winston,TB,30,2,Incomplete Pass,0,0
J.Winston,TB,30,5,Complete,0,0
J.Winston,TB,30,3,Complete,0,0
J.Winston,TB,30,5,Incomplete Pass,0,0
J.Winston,TB,30,5,Incomplete Pass,0,0
J.Winston,TB,30,45,Incomplete Pass,0,0
J.Winston,TB,30,-3,Complete,0,0
J.Winston,TB,30,18,Incomplete Pass,0,0
J.Winston,TB,30,23,Incomplete Pass,0,0
J.Winston,TB,30,-1,Complete,0,0
J.Winston,TB,30,5,Incomplete Pass,0,0
J.Winston,TB,30,-14,Complete,0,0
J.Winston,TB,30,0,Incomplete Pass,0,0
J.Winston,TB,30,0,Incomplete Pass,0,0
J.Winston,TB,30,14,Complete,0,1
J.Winston,TB,30,0,Incomplete Pass,0,0
J.Winston,TB,30,6,Complete,0,0
J.Winston,TB,30,14,Complete,0,0
J.Winston,TB,30,0,Complete,0,0
J.Winston,TB,30,0,Complete,0,0
J.Winston,TB,30,19,Complete,0,0
J.Winston,TB,30,10,Complete,0,0
J.Winston,TB,30,26,Incomplete Pass,0,0
J.Winston,TB,30,19,Incomplete Pass,0,0
J.Winston,TB,30,10,Complete,0,0
J.Winston,TB,30,3,Incomplete Pass,0,0
J.Winston,TB,30,34,Incomplete Pass,0,0
J.Winston,TB,30,21,Incomplete Pass,0,0
J.Winston,TB,30,11,Complete,0,0
J.Winston,TB,30,20,Incomplete Pass,0,0
J.Winston,TB,30,7,Incomplete Pass,0,0
J.Winston,TB,30,8,Complete,0,0
J.Winston,TB,30,5,Complete,0,0
J.Winston,TB,30,26,Incomplete Pass,0,0
J.Winston,TB,30,3,Complete,0,0
J.Winston,TB,30,33,Incomplete Pass,0,0
J.Winston,TB,30,10,Incomplete Pass,0,0
J.Winston,TB,30,3,Complete,0,0
J.Winston,TB,30,15,Complete,0,0
J.Winston,TB,30,8,Incomplete Pass,0,0
J.Winston,TB,30,11,Incomplete Pass,0,0
J.Winston,TB,30,0,Complete,0,0
J.Winston,TB,30,7,Complete,0,0
J.Winston,TB,30,4,Complete,0,0
J.Winston,TB,30,17,Incomplete Pass,0,0
J.Winston,TB,30,7,Complete,0,0
J.Winston,TB,30,7,Complete,0,0
J.Winston,TB,30,6,Complete,0,0
J.Winston,TB,30,-3,Complete,0,0
J.Winston,TB,30,12,Complete,0,0
J.Winston,TB,30,9,Incomplete Pass,0,0
J.Winston,TB,30,13,Incomplete Pass,0,0
J.Winston,TB,30,8,Complete,0,0
J.Winston,TB,30,1,Complete,0,0
J.Winston,TB,30,7,Incomplete Pass,0,0
J.Winston,TB,30,6,Complete,0,0
J.Winston,TB,30,0,Incomplete Pass,0,0
J.Winston,TB,30,29,Complete,0,0
J.Winston,TB,30,8,Incomplete Pass,0,0
J.Winston,TB,30,18,Complete,0,1
J.Winston,TB,30,24,Complete,0,0
J.Winston,TB,30,21,Incomplete Pass,0,0
J.Winston,TB,30,16,Complete,0,0
J.Winston,TB,30,12,Complete,0,0
J.Winston,TB,30,19,Incomplete Pass,0,0
J.Winston,TB,30,34,Incomplete Pass,0,0
J.Winston,TB,30,15,Complete,0,0
J.Winston,TB,30,6,Complete,0,0
J.Winston,TB,30,3,Incomplete Pass,0,0
J.Winston,TB,30,12,Complete,0,0
J.Winston,TB,30,10,Complete,0,0
J.Winston,TB,30,2,Complete,0,0
J.Winston,TB,30,4,Incomplete Pass,0,0
J.Winston,TB,30,20,Incomplete Pass,0,0
J.Winston,TB,30,10,Incomplete Pass,0,0
J.Winston,TB,30,18,Complete,0,0
J.Winston,TB,30,43,Incomplete Pass,0,0
J.Winston,TB,30,9,Complete,0,0
J.Winston,TB,30,3,Complete,0,0
J.Winston,TB,30,4,Incomplete Pass,0,0
J.Winston,TB,30,9,Complete,0,0
J.Winston,TB,30,-4,Complete,0,0
J.Winston,TB,30,4,Complete,0,0
J.Winston,TB,30,12,Complete,0,0
J.Winston,TB,30,14,Complete,0,0
J.Winston,TB,30,4,Complete,0,0
J.Winston,TB,30,7,Incomplete Pass,0,0
J.Winston,TB,30,7,Complete,0,0
J.Winston,TB,30,14,Complete,0,0
J.Winston,TB,30,12,Incomplete Pass,0,0
J.Winston,TB,30,1,Incomplete Pass,0,0
J.Winston,TB,30,5,Complete,0,0
J.Winston,TB,30,5,Incomplete Pass,0,0
J.Winston,TB,30,9,Complete,0,0
J.Winston,TB,30,9,Incomplete Pass,0,0
J.Winston,TB,30,31,Incomplete Pass,0,0
J.Winston,TB,30,3,Complete,0,0
J.Winston,TB,30,2,Complete,0,0
J.Winston,TB,30,17,Incomplete Pass,1,0
J.Winston,TB,30,5,Complete,0,0
J.Winston,TB,30,20,Complete,0,0
J.Winston,TB,30,3,Complete,0,1
J.Winston,TB,30,1,Complete,0,0
J.Winston,TB,30,34,Incomplete Pass,0,0
J.Winston,TB,30,6,Incomplete Pass,0,0
J.Winston,TB,30,15,Complete,0,0
J.Winston,TB,30,41,Incomplete Pass,0,0
J.Winston,TB,30,14,Complete,0,0
J.Winston,TB,30,9,Complete,0,0
J.Winston,TB,30,33,Complete,0,1
J.Winston,TB,30,3,Complete,0,0
J.Winston,TB,30,0,Complete,0,0
J.Winston,TB,30,4,Complete,0,0
J.Winston,TB,30,6,Complete,0,0
J.Winston,TB,30,12,Complete,0,1
J.Winston,TB,30,0,Complete,0,0
J.Winston,TB,30,5,Complete,0,0
J.Winston,TB,30,7,Complete,0,0
J.Winston,TB,30,9,Incomplete Pass,0,0
J.Winston,TB,30,10,Incomplete Pass,0,0
J.Winston,TB,30,5,Complete,0,0
J.Winston,TB,30,0,Complete,0,0
J.Winston,TB,30,7,Incomplete Pass,0,0
J.Winston,TB,30,15,Complete,0,0
J.Winston,TB,30,10,Incomplete Pass,0,0
J.Winston,TB,30,-5,Complete,0,0
J.Winston,TB,30,5,Complete,0,0
J.Winston,TB,30,-2,Complete,0,0
J.Winston,TB,30,0,Complete,0,0
J.Winston,TB,30,-4,Complete,0,0
J.Winston,TB,30,6,Incomplete Pass,0,0
J.Winston,TB,30,17,Complete,0,0
J.Winston,TB,30,6,Complete,0,0
J.Winston,TB,30,9,Incomplete Pass,0,0
J.Winston,TB,30,7,Incomplete Pass,0,0
J.Winston,TB,30,39,Incomplete Pass,0,0
J.Winston,TB,30,14,Complete,0,0
J.Winston,TB,30,54,Incomplete Pass,0,0
J.Winston,TB,30,8,Incomplete Pass,0,0
J.Winston,TB,30,4,Complete,0,0
J.Winston,TB,30,14,Incomplete Pass,0,0
J.Winston,TB,30,11,Complete,0,0
J.Winston,TB,30,14,Complete,0,0
J.Winston,TB,30,0,Incomplete Pass,0,0
J.Winston,TB,30,17,Incomplete Pass,1,0
J.Winston,TB,30,12,Complete,0,0
J.Winston,TB,30,19,Complete,0,0
J.Winston,TB,30,6,Complete,0,0
J.Winston,TB,30,35,Incomplete Pass,0,0
J.Winston,TB,30,10,Incomplete Pass,1,0
