T.Brady,NE,AirYards,Completion,Touchdown,Interception,Down,Quarter,offScore
0,Incomplete Pass,0,0,1,1,0,0,2
13,Incomplete Pass,0,1,2,1,0,0,2
0,Incomplete Pass,0,0,2,1,0,0,4
-4,Complete,0,0,2,1,0,0,4
12,Complete,0,0,2,1,0,2,6
21,Complete,0,0,1,1,0,2,6
-4,Complete,0,0,2,2,0,2,6
8,Incomplete Pass,0,0,3,2,0,2,6
5,Incomplete Pass,1,1,1,2,3,9,8
15,Incomplete Pass,0,0,1,2,3,15,9
-1,Complete,0,0,1,2,3,15,11
14,Incomplete Pass,0,0,2,2,3,15,11
39,Incomplete Pass,0,0,3,2,3,15,11
4,Complete,0,0,1,2,3,15,13
7,Complete,0,0,2,2,3,15,13
-5,Complete,0,0,1,2,3,15,13
4,Complete,0,0,1,2,3,15,13
17,Incomplete Pass,0,0,3,2,3,15,13
17,Incomplete Pass,0,0,4,2,3,15,13
-5,Complete,0,0,2,3,3,15,14
13,Incomplete Pass,0,0,3,3,3,15,14
0,Incomplete Pass,0,0,1,3,3,18,16
1,Complete,0,0,2,3,3,18,16
5,Incomplete Pass,0,0,1,3,3,18,16
9,Incomplete Pass,0,0,1,3,3,18,18
2,Incomplete Pass,0,0,3,3,3,18,18
18,Incomplete Pass,0,0,1,3,9,25,21
3,Incomplete Pass,0,0,3,3,9,25,21
6,Complete,0,0,2,3,9,25,23
21,Incomplete Pass,0,0,3,4,9,25,23
2,Incomplete Pass,0,0,2,4,9,25,25
4,Complete,0,0,3,4,9,25,25
8,Incomplete Pass,0,1,2,4,9,25,25
2,Incomplete Pass,0,0,3,4,11,32,29
2,Complete,0,0,1,4,11,32,31
15,Complete,0,0,1,4,11,32,31
-2,Complete,0,0,2,4,11,32,31
7,Complete,0,0,1,4,11,32,31
2,Complete,0,0,2,4,11,32,31
0,Complete,0,0,1,4,11,32,31
22,Incomplete Pass,0,0,2,4,11,32,31
35,Incomplete Pass,0,0,1,1,0,0,1
4,Complete,0,0,2,1,0,0,1
24,Complete,0,0,3,1,0,0,1
-6,Complete,0,0,1,1,0,0,1
-6,Complete,0,0,2,1,0,0,1
13,Incomplete Pass,0,0,3,1,0,0,1
20,Incomplete Pass,0,0,1,1,3,0,3
20,Complete,1,0,2,1,3,0,3
3,Incomplete Pass,0,0,1,1,10,0,5
15,Complete,0,0,3,1,10,0,5
4,Incomplete Pass,0,0,1,1,10,0,5
3,Complete,0,0,3,1,10,0,5
0,Incomplete Pass,0,0,2,2,10,0,7
10,Incomplete Pass,0,0,3,2,10,0,7
3,Complete,0,0,2,2,10,0,9
2,Complete,0,0,3,2,10,0,9
5,Complete,0,0,4,2,10,0,9
7,Complete,0,0,3,2,10,0,9
3,Incomplete Pass,0,0,1,3,13,0,12
5,Complete,0,0,2,3,13,0,12
15,Complete,0,0,3,3,13,0,12
5,Complete,0,0,1,3,13,0,12
14,Incomplete Pass,0,0,1,3,13,0,12
2,Complete,0,0,2,3,13,0,12
4,Complete,0,0,1,3,13,0,12
12,Incomplete Pass,0,0,3,3,20,0,14
18,Complete,0,0,1,3,20,0,16
1,Complete,0,0,3,4,20,0,16
26,Incomplete Pass,0,0,3,4,23,0,18
4,Complete,0,0,1,4,23,0,20
10,Incomplete Pass,0,0,3,4,23,0,20
15,Incomplete Pass,0,0,1,1,0,0,1
3,Complete,0,0,2,1,0,0,1
7,Complete,0,0,3,1,0,0,1
20,Incomplete Pass,0,1,2,1,0,0,1
1,Complete,0,0,2,1,0,7,3
23,Complete,0,0,3,1,0,7,3
8,Complete,0,0,3,1,0,7,3
5,Incomplete Pass,0,0,1,1,0,7,3
7,Incomplete Pass,0,0,2,1,0,7,3
P.Rivers,LAC,AirYards,Completion,Touchdown,Interception,Down,Quarter,offScore
2,Incomplete Pass,0,0,2,1,0,0,2
3,Incomplete Pass,0,0,3,1,0,0,2
9,Complete,0,0,3,1,0,7,4
6,Incomplete Pass,0,0,2,1,0,7,4
3,Complete,1,0,2,2,0,7,4
5,Complete,0,0,3,2,7,7,6
7,Incomplete Pass,0,0,3,2,7,7,6
-9,Complete,0,0,2,2,7,14,8
7,Complete,0,0,3,2,7,14,8
14,Complete,0,0,1,2,7,14,8
-1,Incomplete Pass,0,0,3,2,7,14,8
14,Incomplete Pass,0,1,3,3,7,14,10
-2,Complete,0,0,2,3,7,21,12
2,Complete,0,0,3,3,7,21,12
-2,Complete,0,0,1,4,7,24,14
2,Complete,0,0,2,4,7,24,14
-3,Complete,0,0,2,4,7,24,14
4,Complete,0,0,3,4,7,24,14
2,Incomplete Pass,0,0,1,4,7,24,16
5,Complete,0,0,2,4,7,24,16
5,Complete,0,0,1,4,7,24,16
0,Complete,0,0,2,4,7,24,16
38,Complete,1,0,1,4,14,24,18
10,Complete,0,0,1,4,21,24,20
20,Incomplete Pass,0,0,1,4,21,24,20
40,Incomplete Pass,0,0,2,4,21,24,20
-1,Complete,0,0,3,4,21,24,20
-5,Complete,0,0,1,4,21,24,22
4,Complete,0,0,2,4,21,24,22
4,Incomplete Pass,0,0,1,4,21,24,22
4,Complete,0,0,2,4,21,24,22
6,Incomplete Pass,0,0,3,4,21,24,22
5,Incomplete Pass,0,0,3,1,0,0,1
3,Complete,0,0,1,1,0,3,3
3,Complete,0,0,2,1,0,3,3
10,Complete,0,0,3,1,0,3,3
-2,Complete,0,0,1,1,0,3,5
14,Complete,0,0,2,1,0,3,5
-3,Complete,0,0,2,2,0,3,5
13,Incomplete Pass,0,0,3,2,0,3,5
14,Complete,0,0,1,2,3,3,7
19,Complete,0,0,2,2,3,3,7
4,Complete,0,0,1,2,10,3,9
15,Complete,0,0,2,2,10,3,9
15,Complete,0,0,1,2,10,3,9
10,Incomplete Pass,0,0,2,2,10,3,9
9,Complete,0,0,3,2,10,3,9
5,Complete,0,0,1,2,10,3,9
-2,Complete,0,0,2,2,10,3,9
-2,Complete,0,0,1,3,10,10,12
2,Complete,0,0,1,3,10,10,12
3,Complete,0,0,1,3,10,10,12
-2,Incomplete Pass,0,0,1,3,10,10,12
11,Complete,0,0,2,3,10,10,12
7,Incomplete Pass,0,0,1,3,10,10,12
7,Complete,1,0,2,3,10,10,12
4,Complete,0,0,1,3,17,13,14
8,Complete,0,0,1,3,17,13,14
17,Incomplete Pass,0,0,1,3,17,13,14
-2,Complete,0,0,2,3,17,13,14
-3,Complete,0,0,2,4,17,13,14
42,Incomplete Pass,0,0,3,4,17,13,14
6,Complete,0,0,2,4,17,16,16
4,Complete,0,0,3,4,17,16,16
2,Complete,0,0,1,4,17,16,16
14,Incomplete Pass,0,0,2,4,17,16,16
4,Complete,0,0,3,4,17,16,16
11,Complete,0,0,1,4,17,19,18
17,Complete,0,0,1,4,17,19,18
3,Complete,0,0,1,4,17,19,18
6,Complete,0,0,1,4,17,19,18
17,Incomplete Pass,0,0,1,1,0,0,1
27,Incomplete Pass,0,1,2,1,0,0,1
-2,Incomplete Pass,0,0,1,1,0,7,3
8,Incomplete Pass,0,1,3,1,0,7,3
4,Complete,0,0,3,1,0,14,5
14,Complete,0,0,3,1,0,14,5
18,Complete,0,0,1,2,7,14,7
0,Incomplete Pass,0,0,2,2,7,14,7
19,Incomplete Pass,0,1,3,2,7,14,7
10,Incomplete Pass,0,0,1,2,7,17,9
3,Complete,0,0,3,2,7,17,9
8,Complete,0,0,2,2,7,17,9
8,Complete,0,0,2,2,7,17,9
2,Complete,0,0,1,2,7,17,9
1,Complete,0,0,2,2,7,17,9
4,Incomplete Pass,0,0,2,3,10,17,11
7,Complete,0,0,3,3,10,17,11
14,Complete,0,0,2,3,10,17,11
30,Incomplete Pass,0,0,3,3,10,17,11
1,Complete,0,0,1,3,10,17,13
-6,Complete,0,0,2,3,10,17,13
6,Incomplete Pass,0,0,3,3,10,17,13
5,Incomplete Pass,0,0,3,4,10,17,15
50,Incomplete Pass,0,1,1,4,10,17,17
7,Complete,0,0,2,4,10,17,17
0,Incomplete Pass,0,0,2,4,10,17,17
10,Incomplete Pass,0,0,3,4,10,17,17
0,Incomplete Pass,0,0,1,4,10,17,19
-3,Complete,0,0,2,4,10,17,19
14,Incomplete Pass,0,0,1,4,10,17,19
10,Incomplete Pass,0,0,1,4,10,24,21
16,Complete,0,0,2,4,10,24,21
7,Complete,0,0,1,4,10,24,21
14,Incomplete Pass,0,0,1,4,10,24,21
26,Complete,0,0,2,4,10,24,21
9,Complete,0,0,1,4,10,24,21
-3,Complete,0,0,1,4,10,24,21
4,Incomplete Pass,0,0,2,4,10,24,21
0,Incomplete Pass,0,0,1,1,0,0,1
1,Complete,0,0,2,1,0,0,1
-3,Incomplete Pass,0,0,1,1,0,0,1
36,Incomplete Pass,0,0,2,1,0,7,3
30,Incomplete Pass,0,0,3,1,0,7,3
10,Incomplete Pass,0,0,1,1,0,10,5
-2,Complete,0,0,2,2,0,10,5
13,Complete,0,0,3,2,0,10,5
-2,Complete,0,0,3,2,0,10,5
42,Complete,1,0,1,2,0,13,7
2,Incomplete Pass,0,0,1,2,7,16,9
3,Complete,0,0,3,2,7,16,9
2,Complete,0,0,1,2,7,16,11
0,Incomplete Pass,0,0,2,2,7,16,11
6,Complete,0,0,3,2,7,16,11
7,Complete,0,0,1,2,7,16,11
17,Incomplete Pass,0,0,1,2,7,16,11
5,Complete,0,0,2,2,7,16,11
10,Incomplete Pass,0,0,3,2,7,16,11
7,Complete,0,0,2,3,10,16,13
19,Incomplete Pass,0,0,2,3,10,16,13
5,Complete,0,0,3,3,10,16,13
4,Complete,0,0,2,3,10,16,13
3,Incomplete Pass,0,0,1,3,10,16,13
0,Complete,0,0,3,3,10,16,13
10,Incomplete Pass,0,0,1,3,10,19,15
3,Complete,0,0,1,3,10,19,15
0,Incomplete Pass,0,0,2,4,10,19,15
1,Complete,0,0,3,4,10,19,15
4,Complete,0,0,1,4,10,19,15
3,Complete,0,0,1,4,17,26,17
3,Complete,0,0,2,4,17,26,17
5,Incomplete Pass,0,0,1,4,17,26,17
4,Incomplete Pass,0,0,2,4,17,26,17
15,Complete,0,0,3,4,17,26,17
-4,Incomplete Pass,0,0,1,4,17,26,17
4,Incomplete Pass,1,0,2,4,17,26,17
5,Incomplete Pass,0,0,3,1,0,0,1
-2,Incomplete Pass,0,0,2,1,0,0,3
11,Incomplete Pass,0,0,2,1,0,2,5
0,Complete,0,0,3,1,0,2,5
0,Complete,0,0,1,1,0,9,7
4,Complete,1,0,2,2,0,9,7
0,Incomplete Pass,0,0,2,2,7,9,9
10,Incomplete Pass,0,0,3,2,7,9,9
2,Incomplete Pass,0,0,2,2,7,9,11
11,Incomplete Pass,0,0,3,2,7,9,11
5,Complete,0,0,2,2,7,9,13
4,Complete,0,0,3,2,7,9,13
3,Complete,0,0,1,2,7,9,15
-2,Incomplete Pass,0,0,1,2,7,9,15
5,Incomplete Pass,0,0,2,2,7,9,15
11,Complete,0,0,3,2,7,9,15
29,Incomplete Pass,0,0,1,2,7,9,15
-1,Complete,0,0,2,2,7,9,15
1,Incomplete Pass,0,0,1,2,7,9,15
2,Incomplete Pass,0,0,3,2,7,9,15
14,Complete,0,0,1,3,10,9,18
14,Incomplete Pass,0,1,3,3,10,9,18
6,Incomplete Pass,0,0,2,3,10,16,20
12,Complete,0,0,3,3,10,16,20
11,Incomplete Pass,0,0,1,3,10,16,20
0,Incomplete Pass,0,0,2,3,10,16,20
14,Complete,0,0,3,3,10,16,20
-3,Complete,0,0,2,3,10,16,20
-4,Complete,0,0,2,3,10,16,20
18,Complete,0,0,3,3,10,16,20
25,Complete,1,0,1,3,10,16,20
26,Incomplete Pass,0,0,2,4,17,22,22
3,Complete,0,0,3,4,17,22,22
-3,Complete,0,0,1,4,17,22,24
3,Complete,0,0,2,4,17,22,24
3,Incomplete Pass,0,0,2,4,17,22,24
13,Complete,0,0,3,4,17,22,24
8,Incomplete Pass,0,0,1,4,17,22,24
8,Incomplete Pass,0,0,2,4,17,22,24
8,Incomplete Pass,0,0,3,4,17,22,24
10,Incomplete Pass,0,0,2,4,20,22,26
1,Complete,1,0,3,4,20,22,26
-1,Complete,0,0,2,1,0,0,1
12,Incomplete Pass,0,0,3,1,0,0,1
-5,Incomplete Pass,0,0,2,1,0,0,3
12,Incomplete Pass,0,0,3,1,0,0,3
-2,Complete,0,0,1,1,0,7,5
0,Complete,0,0,2,1,0,7,5
0,Complete,0,0,2,1,0,7,5
2,Complete,0,0,3,1,0,7,5
9,Incomplete Pass,0,0,4,1,0,7,5
-3,Complete,0,0,2,2,0,7,7
0,Complete,0,0,3,2,0,7,7
-1,Incomplete Pass,0,0,2,2,0,7,9
17,Complete,0,0,3,2,0,7,9
41,Incomplete Pass,0,0,1,2,0,7,9
1,Complete,0,0,2,2,0,7,9
-1,Complete,0,0,3,2,0,7,9
14,Complete,0,0,2,2,0,7,9
0,Complete,0,0,2,2,0,7,9
12,Complete,0,0,3,2,0,7,9
0,Complete,0,0,1,2,0,7,9
6,Incomplete Pass,0,0,2,2,0,7,9
3,Complete,0,0,3,2,0,7,9
-1,Incomplete Pass,0,0,2,3,7,10,12
3,Complete,0,0,1,3,7,10,14
2,Complete,0,0,3,3,7,10,14
1,Complete,0,0,1,4,7,10,16
9,Complete,0,0,1,4,7,10,16
26,Incomplete Pass,0,0,1,4,7,10,16
14,Complete,0,0,3,4,7,10,16
7,Complete,0,0,3,4,7,10,16
6,Incomplete Pass,0,0,1,4,7,10,16
-4,Complete,1,0,2,4,7,10,16
-5,Incomplete Pass,0,0,2,4,14,16,18
-2,Complete,0,0,3,4,14,16,18
22,Complete,0,0,1,4,14,16,20
21,Complete,0,0,2,4,14,16,20
0,Complete,0,0,1,1,0,0,2
4,Incomplete Pass,0,0,1,1,0,0,2
16,Incomplete Pass,0,0,3,1,6,0,5
1,Incomplete Pass,0,0,1,1,6,0,7
3,Complete,0,0,2,2,6,0,9
-1,Complete,0,0,1,2,6,0,9
9,Complete,0,0,2,2,6,0,9
4,Complete,0,0,2,2,6,0,9
13,Complete,0,0,3,2,6,0,9
-4,Complete,1,0,1,2,6,0,9
12,Incomplete Pass,0,0,1,2,13,0,11
-4,Complete,0,0,3,2,13,0,11
10,Incomplete Pass,0,0,1,2,13,0,13
10,Incomplete Pass,0,0,2,2,13,0,13
-5,Incomplete Pass,0,0,3,2,13,0,13
2,Complete,0,0,2,3,13,0,16
0,Incomplete Pass,0,0,3,3,13,0,16
13,Complete,0,0,2,3,13,0,18
9,Complete,0,0,2,3,13,0,18
4,Incomplete Pass,0,0,3,3,13,0,18
1,Complete,0,0,1,3,13,0,20
16,Incomplete Pass,0,0,2,3,13,0,20
3,Complete,0,0,3,3,13,0,20
13,Complete,0,0,3,4,13,0,22
4,Complete,1,0,3,4,13,0,22
15,Complete,0,0,1,1,0,0,1
0,Complete,0,0,1,1,0,0,1
14,Complete,0,0,3,1,0,0,1
15,Complete,0,0,1,2,9,10,8
0,Incomplete Pass,0,0,3,2,9,10,8
5,Incomplete Pass,0,0,2,3,9,13,12
17,Complete,0,0,3,3,9,13,12
10,Complete,0,0,2,3,9,13,12
41,Incomplete Pass,0,0,3,3,9,13,12
11,Complete,0,0,2,3,9,16,14
5,Complete,0,0,1,3,9,16,14
-2,Complete,0,0,1,3,9,16,14
0,Incomplete Pass,0,0,2,3,9,16,14
22,Incomplete Pass,0,0,3,3,9,16,14
8,Complete,0,0,2,4,9,16,16
24,Complete,1,0,1,4,9,16,16
0,Incomplete Pass,0,0,NA,4,15,16,16
4,Complete,0,0,2,4,15,16,18
-2,Complete,0,0,1,4,15,16,18
34,Incomplete Pass,0,0,2,4,15,16,18
4,Incomplete Pass,0,0,3,4,15,16,18
8,Complete,0,0,1,4,15,19,20
12,Incomplete Pass,0,0,1,4,15,19,20
15,Complete,0,0,2,4,15,19,20
8,Incomplete Pass,0,0,1,4,15,19,20
4,Incomplete Pass,0,0,2,4,15,19,20
2,Complete,0,0,3,4,15,19,20
4,Complete,0,0,4,4,15,19,20
22,Incomplete Pass,0,1,2,4,15,19,20
4,Complete,0,0,1,1,0,0,1
6,Complete,0,0,2,1,0,0,3
0,Incomplete Pass,0,0,3,1,0,0,3
20,Incomplete Pass,0,0,1,1,0,0,5
-1,Incomplete Pass,0,1,3,1,0,0,5
-1,Complete,0,0,2,2,0,6,7
0,Complete,0,0,2,2,0,6,7
3,Complete,0,0,1,2,0,6,7
15,Complete,0,0,2,2,0,6,7
36,Incomplete Pass,0,0,1,2,0,6,7
-3,Complete,0,0,2,2,0,6,7
2,Complete,0,0,3,2,0,6,7
23,Incomplete Pass,0,0,1,2,0,6,9
4,Incomplete Pass,0,0,2,2,0,6,9
0,Incomplete Pass,0,0,3,2,0,6,9
2,Complete,0,0,1,2,0,6,11
16,Complete,0,0,1,2,0,6,11
42,Incomplete Pass,0,0,2,2,0,6,11
17,Complete,0,0,3,2,0,6,11
3,Complete,1,0,2,2,0,6,11
2,Complete,0,0,1,3,7,6,14
3,Complete,0,0,1,3,14,6,16
2,Incomplete Pass,0,0,1,3,14,6,16
10,Incomplete Pass,0,0,2,3,14,6,16
-1,Incomplete Pass,0,0,3,3,14,6,16
3,Complete,0,0,1,3,14,14,18
3,Complete,0,0,3,3,14,14,18
11,Complete,0,0,1,4,14,14,20
17,Complete,0,0,2,4,14,14,20
0,Incomplete Pass,0,0,1,4,14,14,20
1,Complete,0,0,2,4,14,14,20
-1,Incomplete Pass,0,0,3,4,14,14,20
38,Incomplete Pass,0,0,3,4,17,14,24
0,Complete,0,0,1,5,17,17,32
18,Incomplete Pass,0,0,2,5,17,17,32
0,Incomplete Pass,0,0,2,1,6,0,3
13,Incomplete Pass,0,0,3,1,6,0,3
5,Complete,0,0,2,1,6,7,5
15,Complete,0,0,1,1,6,7,5
0,Complete,0,0,2,1,6,7,5
0,Incomplete Pass,0,0,2,1,6,7,5
2,Complete,0,0,3,1,6,7,5
16,Incomplete Pass,0,0,2,1,6,7,5
16,Incomplete Pass,0,0,3,1,6,7,5
5,Complete,0,0,2,1,9,7,7
7,Complete,0,0,3,2,9,7,7
3,Complete,0,0,2,2,9,7,7
18,Complete,1,0,1,2,9,7,7
-1,Complete,1,0,1,2,16,7,9
20,Complete,0,0,1,2,23,7,11
10,Incomplete Pass,0,0,2,2,23,7,11
10,Incomplete Pass,0,0,3,2,23,7,11
14,Complete,0,0,3,2,26,7,13
18,Complete,0,0,1,2,26,7,13
6,Complete,0,0,1,2,33,7,15
4,Complete,0,0,1,2,33,7,15
6,Complete,0,0,2,2,33,7,15
21,Incomplete Pass,0,0,1,2,33,7,15
11,Complete,0,0,1,3,36,7,16
12,Complete,0,0,2,3,36,7,16
3,Incomplete Pass,0,0,2,3,36,7,16
8,Complete,0,0,3,3,36,7,16
10,Incomplete Pass,0,0,2,3,36,7,16
10,Incomplete Pass,0,0,3,3,36,7,16
-2,Complete,0,0,1,3,39,10,18
4,Complete,0,0,3,3,39,10,18
16,Complete,0,0,1,1,0,0,2
40,Complete,0,0,3,1,0,0,2
19,Incomplete Pass,0,0,1,1,0,0,2
4,Complete,0,0,2,1,0,0,2
9,Incomplete Pass,0,0,3,1,0,0,2
13,Complete,0,0,2,1,0,0,4
30,Complete,0,0,2,1,0,0,4
6,Complete,0,0,3,2,0,0,4
6,Complete,0,0,4,2,0,0,4
-1,Complete,0,0,1,2,0,0,6
5,Complete,0,0,1,2,0,0,6
18,Incomplete Pass,0,0,1,2,0,0,6
7,Complete,0,0,2,2,0,0,6
2,Complete,0,0,3,2,0,0,6
-2,Complete,0,0,2,2,0,0,6
2,Complete,0,0,3,2,0,0,6
4,Incomplete Pass,0,0,2,2,0,0,6
5,Complete,0,0,3,2,0,0,6
21,Complete,0,0,3,3,3,0,9
6,Complete,0,0,3,3,3,0,9
3,Complete,1,0,3,3,3,0,9
5,Complete,0,0,2,3,9,0,11
-3,Complete,0,0,1,3,9,0,11
31,Incomplete Pass,0,0,2,3,9,0,11
2,Complete,0,0,3,3,9,0,11
12,Complete,0,0,2,3,9,0,11
27,Complete,1,0,1,3,9,0,11
6,Complete,0,0,1,4,16,6,13
11,Incomplete Pass,0,0,1,4,16,6,13
-6,Complete,0,0,2,4,16,6,13
10,Complete,1,0,3,4,16,6,13
10,Complete,0,0,3,4,28,6,16
11,Complete,0,0,1,1,0,0,2
6,Complete,0,0,2,1,0,0,2
12,Complete,0,0,3,1,0,0,2
-3,Complete,0,0,2,1,0,0,2
12,Complete,0,0,3,1,0,0,2
6,Complete,0,0,1,1,0,0,2
-3,Complete,0,0,1,1,0,0,2
20,Incomplete Pass,0,0,3,1,0,0,2
15,Incomplete Pass,0,0,1,2,0,0,4
5,Complete,0,0,3,2,0,0,4
21,Complete,0,0,1,2,0,0,4
9,Complete,0,0,1,2,0,0,4
0,Complete,0,0,2,2,0,0,4
6,Incomplete Pass,0,0,1,2,0,0,4
3,Complete,0,0,2,2,0,0,4
3,Incomplete Pass,0,0,3,2,0,0,4
-2,Complete,0,0,1,2,3,0,6
2,Incomplete Pass,0,0,3,2,3,0,6
12,Complete,0,0,2,2,6,7,8
3,Complete,0,0,1,2,6,7,8
43,Incomplete Pass,0,0,2,2,6,7,8
8,Complete,0,0,3,2,6,7,8
-1,Complete,0,0,1,2,6,7,8
13,Incomplete Pass,0,0,2,2,6,7,8
14,Complete,0,0,3,2,6,7,8
11,Complete,0,0,1,2,6,7,8
4,Incomplete Pass,0,0,1,2,6,7,8
-5,Incomplete Pass,0,0,1,3,9,7,9
11,Complete,0,0,2,3,9,7,9
21,Complete,0,0,1,3,9,7,9
15,Incomplete Pass,0,0,1,3,9,7,9
6,Complete,0,0,2,3,9,7,9
20,Complete,0,0,4,3,9,7,9
7,Complete,1,0,3,3,9,7,9
4,Complete,0,0,2,3,16,7,11
0,Complete,0,0,3,3,16,7,11
2,Complete,0,0,2,3,16,7,11
8,Complete,0,0,3,3,16,7,11
-1,Complete,0,0,2,3,16,7,11
9,Incomplete Pass,0,0,3,3,16,7,11
13,Complete,0,0,1,4,19,10,13
30,Incomplete Pass,0,0,3,4,19,10,13
-6,Complete,0,0,3,4,19,10,15
20,Complete,0,0,1,1,0,0,1
3,Complete,0,0,2,1,0,0,1
3,Complete,0,0,3,1,0,0,1
0,Complete,0,0,2,1,0,0,1
5,Incomplete Pass,0,0,3,1,0,0,1
2,Incomplete Pass,0,0,2,1,3,0,3
13,Complete,0,0,3,1,3,0,3
1,Incomplete Pass,0,0,1,1,3,0,3
13,Complete,0,0,2,1,3,0,3
8,Complete,1,0,2,1,3,0,3
0,Incomplete Pass,0,0,1,1,10,0,5
19,Complete,0,0,2,1,10,0,5
-1,Complete,0,0,2,1,10,0,5
2,Incomplete Pass,0,0,3,1,10,0,5
45,Complete,1,0,1,2,13,6,7
13,Complete,0,0,1,2,20,6,9
4,Incomplete Pass,0,0,3,2,20,6,9
0,Incomplete Pass,0,0,1,2,23,6,11
12,Complete,0,0,2,2,23,6,11
5,Complete,0,0,3,2,23,6,11
19,Complete,0,0,1,2,23,6,11
2,Incomplete Pass,0,0,1,2,23,6,11
11,Incomplete Pass,0,0,1,3,23,6,13
4,Incomplete Pass,0,0,2,3,23,6,13
3,Complete,0,0,3,3,23,6,13
48,Complete,0,0,2,3,23,6,15
-1,Complete,0,0,1,3,30,6,17
14,Incomplete Pass,0,0,2,3,30,6,17
12,Incomplete Pass,0,0,2,4,30,6,19
3,Incomplete Pass,0,0,3,4,30,6,19
0,Complete,0,0,1,1,0,0,1
16,Incomplete Pass,0,0,1,1,0,0,1
10,Incomplete Pass,0,0,2,1,0,0,1
40,Incomplete Pass,0,0,2,1,0,0,3
20,Incomplete Pass,0,0,3,1,0,0,3
3,Complete,0,0,2,2,0,3,5
5,Complete,0,0,3,2,0,3,5
11,Complete,0,0,1,2,0,3,5
13,Incomplete Pass,0,0,2,2,0,3,5
0,Complete,0,0,3,2,0,3,5
15,Incomplete Pass,0,0,1,2,0,10,7
-3,Complete,0,0,2,2,0,10,7
41,Incomplete Pass,0,0,1,2,0,10,7
-4,Incomplete Pass,0,0,1,2,0,10,7
0,Complete,0,0,2,2,0,10,7
-5,Complete,0,0,1,2,0,10,7
6,Complete,0,0,1,2,6,10,9
45,Incomplete Pass,0,0,1,2,6,10,9
3,Complete,0,0,1,3,6,10,11
4,Complete,0,0,1,3,6,10,11
0,Complete,0,0,2,3,6,10,11
10,Complete,0,0,3,3,6,10,11
10,Complete,1,0,1,3,6,10,11
-3,Incomplete Pass,0,0,1,3,13,17,13
43,Incomplete Pass,0,1,2,3,13,17,13
4,Complete,0,0,2,4,13,20,15
5,Complete,0,0,1,4,13,23,17
-7,Complete,0,0,2,4,13,23,17
4,Complete,0,0,3,4,13,23,17
12,Incomplete Pass,0,1,4,4,13,23,17
-1,Complete,0,0,2,4,13,30,19
39,Incomplete Pass,0,0,1,4,13,30,19
-6,Incomplete Pass,0,0,2,4,13,30,19
20,Incomplete Pass,0,1,3,4,13,30,19
-3,Incomplete Pass,0,0,1,4,13,30,21
2,Complete,0,0,3,1,0,0,2
-5,Complete,0,0,1,1,0,0,2
5,Incomplete Pass,0,0,2,1,0,0,2
26,Incomplete Pass,0,0,3,1,0,0,2
5,Complete,0,0,2,1,0,0,4
1,Complete,0,0,1,1,0,0,4
2,Incomplete Pass,0,0,3,1,0,0,4
9,Incomplete Pass,0,0,2,1,0,0,6
13,Complete,0,0,3,1,0,0,6
3,Incomplete Pass,0,0,2,1,0,0,6
2,Complete,0,0,3,1,0,0,6
-1,Incomplete Pass,0,0,1,2,0,0,8
14,Complete,0,0,3,2,0,0,8
27,Incomplete Pass,0,0,1,2,0,0,8
23,Complete,0,0,2,2,0,0,8
4,Complete,0,0,2,2,0,0,8
3,Complete,1,0,2,2,0,0,8
3,Complete,0,0,1,2,7,0,10
30,Incomplete Pass,0,0,2,2,7,0,10
1,Complete,0,0,3,2,7,0,10
17,Complete,0,0,1,2,7,0,12
2,Complete,0,0,1,2,7,0,12
18,Incomplete Pass,0,0,2,2,7,0,12
10,Incomplete Pass,0,0,3,2,7,0,12
-2,Complete,0,0,1,3,7,0,15
-4,Incomplete Pass,0,0,2,3,7,0,15
3,Incomplete Pass,0,0,3,3,7,0,15
4,Complete,0,0,1,3,7,7,17
15,Complete,0,0,2,3,7,7,17
20,Complete,0,0,1,3,7,7,17
14,Complete,0,0,1,3,14,7,19
2,Complete,0,0,2,3,14,7,19
0,Incomplete Pass,0,0,3,3,14,7,19
3,Incomplete Pass,0,0,1,4,14,7,21
4,Incomplete Pass,0,0,2,4,14,7,21
16,Incomplete Pass,0,0,3,4,14,7,21
5,Complete,0,0,3,4,14,7,23
41,Incomplete Pass,0,0,2,4,14,7,25
20,Complete,0,0,3,4,14,7,25
-3,Complete,0,0,1,1,0,0,2
10,Complete,0,0,2,1,0,0,2
3,Complete,0,0,3,1,0,0,2
5,Complete,0,0,1,1,0,0,2
33,Incomplete Pass,0,0,1,1,0,0,2
0,Incomplete Pass,0,0,3,1,0,0,2
7,Complete,0,0,2,2,0,0,4
-6,Complete,0,0,1,2,0,0,4
16,Incomplete Pass,0,0,2,2,0,0,4
23,Complete,0,0,1,2,7,7,6
0,Incomplete Pass,0,0,1,2,7,7,6
5,Complete,0,0,2,2,7,7,6
5,Incomplete Pass,0,0,3,2,7,7,6
-4,Complete,0,0,2,2,7,10,8
38,Complete,1,0,1,2,7,10,8
3,Complete,0,0,1,2,14,10,10
1,Complete,0,0,2,2,14,10,10
16,Complete,0,0,1,2,14,10,10
-5,Complete,0,0,1,2,14,10,10
-1,Complete,0,0,2,2,14,10,10
-2,Complete,0,0,1,2,14,10,10
20,Complete,0,0,2,2,14,10,10
6,Complete,1,0,1,2,14,10,10
5,Complete,0,0,1,3,20,10,12
13,Complete,0,0,2,3,20,10,12
15,Incomplete Pass,0,0,2,3,20,10,12
